sourceTaxonId,sourceTaxonName,Taxonomic Level,EOL ID,WORMS ID,Common Name,Specify More,Done = 1,Added as new agents,Notes,Aggregated taxa,reported,search term,...14,...15,...16,...17,...18,who searched,date(s) searched
NA,Carronella pellucida,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Orienthella trilineata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cumanotus fernaldi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Catriona columbiana,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Catriona gymnota,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Catriona rickettsi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Trinchesia albocrusta,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tenellia adspersa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Facelina annulicornis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hermissenda crassicornis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sakuraeolis enosimensis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cratena pilata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cumanotus beaumonti,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Coryphella,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lomanotus genei,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hancockia uncinata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Doto fragilis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hero formosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Flabellina albomarginata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Coryphellina albomarginata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Microchlamylla gracilis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Fjordia lineata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Edmundsella pedata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Amphorina farrani,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Amphorina pallida,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Trinchesia foliata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Trinchesia genovae,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cuthona perca,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Trinchesia scintillans,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Facelina auriculata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Favorinus blianus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Procerastea halleziana,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Myrianida brachycephala,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Catriona aurantia,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cumanotus cuenoti,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Boreotrophon clathratus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Heterosigma akashiwo,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lumpenus fabricii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Necora puber,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Solaster dawsoni,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pisaster brevispinus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Leucippa pentagona,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Acanthurus nigrofuscus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Munida rugosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ursus maritimus,Species,NA,NA,Polar bear,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ensis leei,Species,NA,NA,Atlantic jackknife clam,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Palaemonetes,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Campanularia,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Culex,Genus,NA,NA,mosquito,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampithoe,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ulva,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Palaemon vulgaris,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Rhodophyta,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Brachidontes exustus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Neophasis anarrhichae,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Renicola,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Scoletoma fragilis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Artacama proboscidea,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pectinaria belgica,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Buccinum,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chone duneri,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Modiolus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ameritella agilis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pandora gouldiana,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Petricolaria pholadiformis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Neverita duplicata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stenopleustes inermis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Calanus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Spirobranchus triqueter,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ascidia mentula,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Corella parallelogramma,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anonyx sarsi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chthamalus stellatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Phorcus lineatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anomia ephippium,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Patella depressa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Patella vulgata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ostrea,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eudorella emarginata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Thyasira gouldii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampharete lindstroemi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Euchone incolor,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Leptognathia breviremis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chiridotea,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Deflexilodes intermedius,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dyopedos,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Metopa bruzelii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Priscillina armata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Bathyporeia quoddyensis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Abothrium gadi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Derogenes varicus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Genolinea laticauda,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hemiurus levinseni,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Prosorhynchus squamatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Capillaria,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Corynosoma,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Clavella adunca,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Goussia gadi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lecithaster gibbosus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Steganoderma formosum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stenakron vetustum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Adinosoma robusta,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dinosoma rubrum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gonocerca crassa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gonocerca phycidis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lecithochirium,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lomasoma wardi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stephanostomum lineatum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gammarus lawrencianus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pseudodiaptomus pelagicus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nucula,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampelisca abdita,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ericthonius,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Prionotus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nothria conchylega,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampelisca vadorum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aoridae,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Themisto gaudichaudii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hippomedon,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Phoxocephalidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pontophilus brevirostris,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Munida iris,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dichelopandalus leptocerus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cirolana,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Euphausiacea,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pristidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Myctophidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ophidiidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pontophilus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Citharichthys arctifrons,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lepophidium profundorum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Maurolicus weitzmani,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Prionotus evolans,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nassariidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chaetopteridae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chaetopterus variopedatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hirudinea,Subclass,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lernaeopodina,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hoplocarida,Subclass,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Americamysis bigelowi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anthuridae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Olencira praegustator,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Livoneca ovalis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caprelloidea,Suborder,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dendrobranchiata,Suborder,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Penaeidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Penaeus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sergestidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Acetes americanus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Palaemonidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Alpheidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Alpheus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ogyrididae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ogyrides alphaerostris,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Reptantia,Suborder,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Callianassa,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Emerita talpoida,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ovalipes stephensoni,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pinnotheridae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pinnixa,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pinnixa chaetoptera,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pinnotheres,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anchoa hepsetus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anchoa mitchilli,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sciaenidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Menticirrhus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Micropogonias,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stellifer lanceolatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Blenniidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hypsoblennius hentz,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Triglidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Prionotus tribulus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Bothidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Etropus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Paralichthys,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cynoglossidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Symphurus plagiusa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Amphipod tube mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Barnacle sp.,Genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Blady Ulvoid,Species,NA,NA,NA,NA,1,NA,found nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ceramium arborescens,Species,NA,NA,NA,NA,1,NA,found nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ceramium siliquosum var. elegans,Species,57396323,551105,NA,NA,1,NA,"Ceramium diaphanum is listed as a synonym but I excluded it from my searches because it looks like somebody has already started that species (below).  Found nothing, ignored European results",NA,NA,"(""Ceramium siliquosum"" OR ""Conferva elegans"" OR ""Ceramium elegans"" OR ""Hormoceras polygonum"") AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv* OR parasit*)",NA,NA,NA,NA,NA,Nicole,
NA,Ceramium diaphanum,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ceramium botryocarpum,Species,58952387,144535,NA,NA,1,NA,found nothing,NA,NA,"(""Ceramium botryocarpum"" OR ""Ceramium lanciferum"") AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv* OR parasit*)",NA,NA,NA,NA,NA,Nicole,
NA,Ceramium capricornu,Species,53751784,632207,NA,NA,1,NA,found nothing,NA,NA,"(""Ceramium capricornu"") AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv* OR parasit*)",NA,NA,NA,NA,NA,Nicole,
NA,Ceramium pedicellatum,Species,548113,899814,NA,NA,1,NA,found nothing,NA,NA,"(""Ceramium pedicellatum"") AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv* OR parasit*)",NA,NA,NA,NA,NA,Nicole,
NA,Ceramium circinatum,Species,893244,144540,NA,NA,1,NA,ignored european results,NA,NA,"(""Ceramium circinatum"" OR ""Hormoceras circinatum"") AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv* OR parasit*)",NA,NA,NA,NA,NA,Nicole,
NA,Diatom Tube Mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Encrusting coralline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Encrusting Sponge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Filamentous Green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Haliclystus auricula,Species,46555006,135322,Stalked jellyfish,NA,1,NA,found one general paper from chile,NA,NA,"(""Haliclystus auricula"" OR ""Lucernaria octoradiata"" OR ""Lucernaria auricula"") AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv* OR parasit*)",NA,NA,NA,NA,NA,Nicole,
NA,Haliclystus salpinx,Species,46555008,135324,Stalked jellyfish,NA,1,NA,found nothing,NA,NA,"(""Haliclystus salpinx"") AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv* OR parasit*)",NA,NA,NA,NA,NA,Nicole,
NA,Haliclystus tenuis,Species,46555015,287231,Stalked jellyfish,NA,1,NA,found nothing,NA,NA,"(""Haliclystus tenuis"") AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv* OR parasit*)",NA,NA,NA,NA,NA,Nicole,
NA,Leptophytum foecundum,Species,46172189,145134,NA,NA,1,NA,found nothing,NA,NA,"(""Leptophytum foecundum"" OR ""Lithothamnion foecundum"") AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv* OR parasit*)",NA,NA,NA,NA,NA,Julien and Nicole,
NA,Lithophyllum orbiculatum,Species,910893,145157,NA,NA,1,NA,found nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lithophyllum corallinae,Species,909810,157328,NA,NA,1,NA,found nothing,NA,NA,"(""Lithophyllum corallinae"") AND (""gut content*"" OR diet* OR prey OR predat* OR ""eat"" OR ""eats"" OR ""eaten"" OR ""feed*"" OR ""fed"" OR consum* OR herbiv* OR parasit*)",NA,NA,NA,NA,NA,Nicole,
NA,Merluccius bilinearis,Species,46564942,158962,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,
